customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00177,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,85.52668536192978,4529.97,Yes
CUST00178,Male,1,Yes,Yes,0,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,61.42133795294116,6.43,No
CUST00179,Male,1,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,69.14650177795204,2974.1,No
CUST00180,Male,0,Yes,Yes,8,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,49.03347850366058,388.35,No
CUST00181,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,78.62755161201177,2436.2,No
CUST00182,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,71.25010820089844,988.82,No
CUST00183,Male,0,No,No,11,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,41.44020358051699,464.74,No
CUST00184,Male,1,Yes,No,56,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,48.90857614507713,2741.26,No
CUST00185,Male,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,79.8800804284796,563.79,No
CUST00186,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,67.88937850571718,4823.68,No
CUST00187,Male,0,No,No,26,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.43602725654711,1600.69,No
CUST00188,Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,74.82212281756209,4554.49,No
CUST00189,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,52.09528063576598,573.56,No
CUST00190,Male,0,Yes,No,64,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.12402908102972,2958.37,No
CUST00191,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer,79.51108182082612,3250.84,No
CUST00192,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,53.17777883971628,3252.97,No
CUST00193,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card,88.68972165064002,885.38,No
CUST00194,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,70.4166715884907,2953.3,No
CUST00195,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,63.2727519333145,1013.0,No
CUST00196,Female,0,Yes,No,31,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.01736010460579,2548.56,No
CUST00197,Female,0,Yes,No,39,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,34.39053039951395,1340.73,No
CUST00198,Male,0,No,No,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,62.877542405623245,1386.21,No
CUST00199,Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.52270685672298,3933.75,Yes
CUST00200,Male,0,No,No,5,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,40.278742078895625,204.02,Yes
CUST00201,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer,70.94253567199918,3468.94,No
CUST00202,Male,0,Yes,Yes,36,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,80.68785682654175,2895.54,Yes
CUST00203,Male,0,No,Yes,63,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,26.16548363433554,1641.16,No
CUST00204,Female,0,Yes,No,53,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,60.69987319538743,3212.81,No
CUST00205,Male,1,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.68414106805142,4729.64,No
CUST00206,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,71.63714165451469,3440.89,No
CUST00207,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer,44.293839966655334,442.06,No
CUST00208,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,78.48788587739156,3758.19,No
CUST00209,Male,0,No,Yes,20,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,42.78265744793779,846.35,No
CUST00210,Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,82.24382051516633,5337.66,Yes
CUST00211,Male,0,Yes,No,62,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,52.007370993343024,3221.52,Yes
CUST00212,Male,0,No,No,27,Yes,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.60488039478102,1626.46,No
CUST00213,Male,0,No,No,16,No,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,65.61113576128345,1049.66,No
CUST00214,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card,46.55489623533001,229.99,No
CUST00215,Male,1,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,69.66922177563715,1255.15,No
CUST00216,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,74.69554713993533,4112.67,No
CUST00217,Male,1,No,No,27,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,63.7902219546627,1717.36,No
CUST00218,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,89.29070914841711,5797.04,No
CUST00219,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,72.49451266952433,2677.86,No
CUST00220,Male,1,Yes,No,36,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,43.1659445340978,1544.01,No
CUST00221,Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.63040782735622,4322.64,Yes
CUST00222,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,78.10153735276698,3753.89,No
CUST00223,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card,75.1408641216287,3150.37,No
CUST00224,Female,0,No,No,35,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,69.06107599861873,2427.02,Yes
CUST00225,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,67.2664729883307,3827.55,No
CUST00226,Male,0,No,Yes,12,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer,32.059325391660636,390.49,No
CUST00227,Female,0,No,Yes,51,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,50.53073107367216,2581.17,No
CUST00228,Male,0,No,Yes,57,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer,60.36811883602784,3437.43,No
CUST00229,Male,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,62.17921323392719,1924.17,No
CUST00230,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card,72.0718147189444,4253.51,No
CUST00231,Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,66.59025130766426,3802.69,No
CUST00232,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.51912606732952,4756.28,No
CUST00233,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.90579228904662,1824.68,No
CUST00234,Female,0,Yes,No,0,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,44.73950207657761,-2.51,No
CUST00235,Female,1,No,No,41,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Credit card,29.515118390746736,1204.27,No
CUST00236,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.115970200069654,2646.23,Yes
CUST00237,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.85815166172044,2806.41,Yes
CUST00238,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer,68.06159292466131,4210.84,No
CUST00239,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,51.48587427621402,3651.36,No
CUST00240,Female,0,No,No,3,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.2282336288992,183.69,No
CUST00241,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,79.64222278087279,2953.36,No
CUST00242,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,49.1143057638713,1285.1,Yes
CUST00243,Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.47333765731064,580.03,Yes
CUST00244,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.44508962069304,1115.48,No
CUST00245,Female,1,No,No,55,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,50.121157055996484,2765.3,No
CUST00246,Male,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,76.33101538598613,2282.83,No
CUST00247,Male,0,Yes,Yes,13,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,58.496746181346076,756.3,No
CUST00248,Male,1,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.78034412094513,1910.81,No
CUST00249,Male,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,46.57941485603681,1527.72,Yes
CUST00250,Female,0,No,No,66,Yes,No,No,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,35.355178183869086,2324.17,No
CUST00251,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,74.66333433805644,1726.31,Yes
CUST00252,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,56.56581376178964,1415.57,No
CUST00253,Male,0,Yes,No,19,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card,66.86309617502451,1266.53,No
CUST00254,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.26816353928399,4676.47,Yes
CUST00255,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card,72.05687646452382,652.81,Yes
CUST00256,Male,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,61.51966686842161,4057.63,No
CUST00257,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,78.9349267111861,1810.06,Yes
CUST00258,Female,1,Yes,No,4,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,50.56269944214711,194.29,Yes
CUST00259,Male,0,No,Yes,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,44.32671533917694,2930.14,No
CUST00260,Male,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,77.77901494487037,4427.02,No
CUST00261,Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,75.53972054586127,1955.43,No
CUST00262,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.47442121816204,929.18,No
CUST00263,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,68.26820132200208,2311.91,No
CUST00264,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,66.61395917744792,3473.23,Yes
CUST00265,Female,0,Yes,No,43,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,65.13116675773485,2803.19,No
CUST00266,Female,0,No,No,25,No,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,58.213123443293455,1448.38,No
CUST00267,Female,1,No,Yes,46,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.36654559345789,3276.31,No
CUST00268,Male,0,Yes,No,33,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,27.293212412876883,902.07,No
CUST00269,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,74.18433960077294,3632.16,No
CUST00270,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer,78.01443268728114,863.64,No
CUST00271,Female,0,No,Yes,3,No,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,60.387001860913855,182.08,Yes
CUST00272,Female,0,No,No,47,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card,73.00159876445979,3429.74,No
CUST00273,Female,0,No,No,54,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,22.671845171706856,1233.54,No
CUST00274,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,52.17614024448826,-2.19,No
CUST00275,Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card,83.2372988013417,5408.44,No
CUST00276,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,70.81860350684663,2057.05,No
CUST00277,Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,77.09157165701464,160.37,No
CUST00278,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,78.60120441397413,1574.55,No
CUST00279,Female,0,No,Yes,48,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,39.868617025302164,1917.67,No
CUST00280,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,57.49483586530782,3504.64,No
CUST00281,Female,0,No,No,37,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.80902487457913,2101.52,No
CUST00282,Female,0,No,No,14,Yes,No,No,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,39.61998342793949,548.62,No
CUST00283,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,70.35071279478532,3591.49,Yes
CUST00284,Female,0,No,No,45,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,52.91717881563528,2375.7,No
CUST00285,Male,1,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.83759998834383,2002.13,No
CUST00286,Male,0,No,No,20,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,76.86039698748029,1545.88,No
CUST00287,Male,0,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.67995024563609,286.84,No
CUST00288,Male,0,Yes,No,69,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,51.231554739887905,3528.91,Yes
CUST00289,Female,1,No,No,46,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,78.82144187919889,3621.15,No
CUST00290,Male,0,Yes,No,67,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,58.33335620505253,3904.94,No
CUST00291,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer,68.47827803786114,1163.62,No
CUST00292,Male,0,No,No,20,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.3425457362664,1698.24,No
CUST00293,Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.74280376225131,1701.4,Yes
CUST00294,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,64.89945610075723,4084.52,No
CUST00295,Female,1,Yes,No,66,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.76668755665883,3412.52,No
CUST00296,Female,1,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.00854829977128,3658.69,No
CUST00297,Male,0,Yes,No,9,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,82.74865267501107,742.83,No
CUST00298,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,85.39705515326631,4350.93,No
CUST00299,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.4868887239498,5421.09,Yes
CUST00300,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,78.48644478355718,4716.9,No
CUST00301,Male,0,No,No,63,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card,55.83740225274222,3525.48,No
CUST00302,Male,0,Yes,No,4,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.70632348731992,289.01,Yes
CUST00303,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,52.686750458648994,2732.97,No
CUST00304,Female,0,Yes,No,54,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,46.212268693402294,2496.41,No
CUST00305,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.58832317554817,2723.79,No
CUST00306,Female,1,No,No,55,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Electronic check,26.765012225180556,1481.23,No
CUST00307,Female,1,Yes,Yes,58,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,71.10361769321906,4121.56,No
CUST00308,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,47.63521442483732,3241.56,No
CUST00309,Female,0,Yes,No,58,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,52.309630043006244,3041.52,No
CUST00310,Female,1,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,63.99180764988891,62.99,Yes
CUST00311,Male,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,60.93191757557946,3892.09,No
CUST00312,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,80.45317672949312,4744.29,No
CUST00313,Male,1,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card,62.44734477234981,3115.1,No
CUST00314,Male,1,Yes,No,29,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,58.91116674453376,1698.76,No
CUST00315,Female,0,No,No,10,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.09881969735201,566.02,Yes
CUST00316,Male,0,Yes,No,38,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,55.39467563074335,2099.77,Yes
CUST00317,Male,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,61.027062694061975,4322.96,Yes
CUST00318,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.23407168065476,4733.96,Yes
CUST00319,Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer,60.048908142789614,3781.96,No
CUST00320,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer,74.51773284409633,4465.84,No
CUST00321,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,76.9858027145279,4075.5,Yes
CUST00322,Female,0,No,No,57,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,31.174565803977604,1771.76,No
CUST00323,Female,0,No,Yes,55,Yes,No,No,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,40.74805224872281,2235.03,No
CUST00324,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,76.79539252199592,2541.07,Yes
CUST00325,Female,1,No,No,30,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.32647824628104,1773.2,No
CUST00326,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.42523507366762,3490.92,Yes
CUST00327,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.53074322222062,-8.45,No
CUST00328,Female,0,No,No,54,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,47.42320231370725,2569.84,No
CUST00329,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,74.71516371396052,1571.08,No
CUST00330,Male,0,No,No,39,Yes,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,44.380793632762504,1738.91,No
CUST00331,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.89180652439315,-2.04,Yes
CUST00332,Female,0,No,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,74.64515239284424,4783.5,No
CUST00333,Male,0,No,Yes,62,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.08330255146991,2864.24,No
CUST00334,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,73.33786854745934,3890.97,Yes
CUST00335,Female,0,No,No,41,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,48.26649775464059,1970.79,No
CUST00336,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,67.9145627137337,1348.61,Yes
CUST00337,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,66.64772801911886,1392.97,Yes
CUST00338,Female,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,47.06288814039007,1733.69,Yes
CUST00339,Female,0,Yes,No,7,Yes,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,36.389556635343595,259.23,No
CUST00340,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.78948902595396,4502.3,No
CUST00341,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,64.61924757816051,2973.0,No
CUST00342,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,78.57197587224555,1252.21,No
CUST00343,Female,1,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,75.60021797588271,1202.7,Yes
CUST00344,Male,0,No,No,12,No,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer,76.64513432982268,913.87,No
CUST00345,Male,0,Yes,No,16,Yes,Yes,No,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,37.84732412864046,603.56,No
CUST00346,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card,79.81928724350176,2958.12,No
CUST00347,Female,1,Yes,Yes,44,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,38.746612995126334,1699.94,No
CUST00348,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,71.69881587271148,362.47,Yes
CUST00349,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,88.5293306179722,3009.83,No
CUST00350,Female,0,Yes,No,13,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,28.174667436325553,373.98,Yes
CUST00351,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.98201895793859,5389.38,No
CUST00352,Male,0,No,Yes,60,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,48.89894764213,2932.95,No
CUST00353,Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,74.02326256758661,1028.26,No
CUST00354,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card,67.32464479177452,3564.91,No
